scan_id,original_shape_Sphericity,original_shape_SurfaceVolumeRatio,original_shape_Maximum3DDiameter,original_glcm_Contrast,original_glcm_Correlation,original_glcm_Idm,original_glszm_SmallAreaEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_ZonePercentage,original_glrlm_ShortRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_RunPercentage
b40c11b59aad,0.8292926698682968,3.1053844305072182,3.5131588572465664,1.5574209486166006,0.481916010716517,0.5468152173913043,0.21027777777777779,14.333333333333334,0.2903225806451613,0.8555555555555555,1.711111111111111,0.8225806451612903
5c3d2551ab37,0.600829277844593,2.831016139894346,20.14134055228609,2.567042488892693,0.23276534511150745,0.4921276330230644,0.49996384479717815,14.885714285714286,0.3465346534653465,0.9480576634689336,1.264939262616085,0.9322162985529323
0edbb636eb6f,0.6520175148229447,2.4693533259367,14.314384769459181,3.7193033802668354,0.5194737631572169,0.4265555083094657,0.6326412037037037,6.966666666666667,0.4918032786885246,0.8737768266373636,1.551188989746842,0.8524590163934427
6dc8ccbd847b,0.31904189176829784,1.610086917506354,96.97564621602113,84.2961199055193,0.2251252695849164,0.17634955584712075,0.7350341687822175,4.242933537051184,0.6180358829084042,0.9748706890789713,1.1278188953467516,0.9645892351274786
da97e807a230,0.4519512102594467,2.4969531968050713,75.40193810843202,7.299272928992411,0.6718012323844708,0.37344821934692907,0.6403338001867414,4.9411764705882355,0.5666666666666667,0.8996949736990001,1.4873603985361326,0.8714285714285714
cc019b19e762,0.4065805143149467,1.5061848193050296,62.031840639161075,58.09492009478318,0.1305620967745396,0.20687078207647497,0.686152615660715,5.611475409836066,0.5480682839173405,0.9685657386729167,1.1624698492177477,0.9562512958739374
8e54d9526594,0.8431983465652557,2.020128421183792,4.978138241507813,7.4529447865381195,0.7336891082508687,0.3275305139281889,0.6647927689594357,5.755102040816326,0.5444444444444444,0.9142689874303631,1.546172839506173,0.8777777777777778
2dfe9d74b92e,0.7285303327107453,2.5825768931530253,6.591898436717605,17.553215243537824,0.2286958308142402,0.2573759712237164,0.8043817204301075,3.225806451612903,0.6739130434782609,0.9776142462188974,1.0895430151244105,0.9715719063545152
586a9cfb3203,0.7136632102388116,1.9096357952794327,8.290443010629769,10.213153543846229,0.43689782502250607,0.31889783161810203,0.5184803201227295,9.10344827586207,0.4264705882352941,0.9577204753632693,1.2033964110115094,0.945135746606335
11f04b38fc11,0.38632751646644636,1.5070519347097926,113.38430401395298,21.831397771207033,0.3034052274467584,0.30494224720910057,0.6447213177143678,22.448757763975156,0.4168284789644013,0.9487036822286454,1.326314360712708,0.927408513816281
9b27ab368157,0.7479609026219122,2.836627722694746,4.605745392984723,3.802189205721814,0.3708851328848287,0.4840858496788803,0.7987132352941176,5.9411764705882355,0.5862068965517241,0.8647632575757576,1.7637373737373738,0.8275862068965518
0ff37eff0dfa,0.8430133287090215,2.6014504330385937,3.8426065372348495,7.991757246376812,0.5204628724313279,0.28522106788570983,0.6301169590643274,2.9473684210526314,0.6333333333333333,0.9218082922824301,1.3127668308702791,0.9083333333333333
dd177185bf8e,0.44124567369187634,2.2938502899931237,102.32146370315805,8.138810164336459,0.2697286120334892,0.33345846983491884,0.5421241787313216,6.794871794871795,0.47560975609756095,0.9576819985326966,1.1763243290379142,0.9474671669793622
1111641eb4d7,0.7879353457668136,3.928013182364816,3.2732976551273945,2.316666666666667,0.028384291493519016,0.4716666666666667,0.71875,4.0,0.6,0.9114583333333333,1.3541666666666665,0.9
2ab33b615186,0.4180137726116977,2.413343201823854,84.88066106914552,32.06002934896152,-0.002635273663666517,0.25281690460272643,0.5995195515954865,6.915254237288136,0.48360655737704916,0.9597888956529105,1.201788722878584,0.9476670870113494
a88f8211f184,0.3369529840166059,1.6062128977658587,98.27514388821825,148.68176795873026,0.26674759090917843,0.16079743754311768,0.7153444105496567,5.154001344989912,0.5831372549019608,0.9719585210178856,1.147244588004003,0.9603921568627451
